Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Sri Lanka,LKA,1977,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.254034952152378
Sri Lanka,LKA,1976,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.25659429542925
Sri Lanka,LKA,1975,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.273817086620695
Sri Lanka,LKA,1974,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.294270136498926
Sri Lanka,LKA,1973,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.384275989702923
Sri Lanka,LKA,1972,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.39503819026803
Sri Lanka,LKA,1971,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.355133859403374
Sri Lanka,LKA,1970,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.404747013372024
Sri Lanka,LKA,1969,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.504722124841967
Sri Lanka,LKA,1968,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.407983725782267
Sri Lanka,LKA,1967,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.392587784732734
Sri Lanka,LKA,1966,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.377327310264211
Sri Lanka,LKA,1965,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.395737594868573
Sri Lanka,LKA,1964,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.347009530673252
Sri Lanka,LKA,1963,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.401855762618328
Sri Lanka,LKA,1962,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.416739007019733
Sri Lanka,LKA,1961,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.394274917152156
Sri Lanka,LKA,2016,CO2 emissions (kt),EN.ATM.CO2E.KT,23362.457
Sri Lanka,LKA,2015,CO2 emissions (kt),EN.ATM.CO2E.KT,20113.495
Sri Lanka,LKA,2014,CO2 emissions (kt),EN.ATM.CO2E.KT,17924.296
Sri Lanka,LKA,2013,CO2 emissions (kt),EN.ATM.CO2E.KT,14913.689
Sri Lanka,LKA,2012,CO2 emissions (kt),EN.ATM.CO2E.KT,16061.46
Sri Lanka,LKA,2011,CO2 emissions (kt),EN.ATM.CO2E.KT,15137.376
Sri Lanka,LKA,2010,CO2 emissions (kt),EN.ATM.CO2E.KT,13263.539
Sri Lanka,LKA,2009,CO2 emissions (kt),EN.ATM.CO2E.KT,13175.531
Sri Lanka,LKA,2008,CO2 emissions (kt),EN.ATM.CO2E.KT,12207.443
Sri Lanka,LKA,2007,CO2 emissions (kt),EN.ATM.CO2E.KT,12354.123
Sri Lanka,LKA,2006,CO2 emissions (kt),EN.ATM.CO2E.KT,11976.422
Sri Lanka,LKA,2005,CO2 emissions (kt),EN.ATM.CO2E.KT,12101.1
Sri Lanka,LKA,2004,CO2 emissions (kt),EN.ATM.CO2E.KT,12299.118
Sri Lanka,LKA,2003,CO2 emissions (kt),EN.ATM.CO2E.KT,11078.007
Sri Lanka,LKA,2002,CO2 emissions (kt),EN.ATM.CO2E.KT,11056.005
Sri Lanka,LKA,2001,CO2 emissions (kt),EN.ATM.CO2E.KT,10443.616
Sri Lanka,LKA,2000,CO2 emissions (kt),EN.ATM.CO2E.KT,10238.264
Sri Lanka,LKA,1999,CO2 emissions (kt),EN.ATM.CO2E.KT,8617.45
Sri Lanka,LKA,1998,CO2 emissions (kt),EN.ATM.CO2E.KT,7825.378
Sri Lanka,LKA,1997,CO2 emissions (kt),EN.ATM.CO2E.KT,7616.359
Sri Lanka,LKA,1996,CO2 emissions (kt),EN.ATM.CO2E.KT,7062.642
Sri Lanka,LKA,1995,CO2 emissions (kt),EN.ATM.CO2E.KT,5903.87
Sri Lanka,LKA,1994,CO2 emissions (kt),EN.ATM.CO2E.KT,5526.169
Sri Lanka,LKA,1993,CO2 emissions (kt),EN.ATM.CO2E.KT,5042.125
Sri Lanka,LKA,1992,CO2 emissions (kt),EN.ATM.CO2E.KT,5185.138
Sri Lanka,LKA,1991,CO2 emissions (kt),EN.ATM.CO2E.KT,4176.713
Sri Lanka,LKA,1990,CO2 emissions (kt),EN.ATM.CO2E.KT,3868.685
Sri Lanka,LKA,1989,CO2 emissions (kt),EN.ATM.CO2E.KT,3483.65
Sri Lanka,LKA,1988,CO2 emissions (kt),EN.ATM.CO2E.KT,3490.984
Sri Lanka,LKA,1987,CO2 emissions (kt),EN.ATM.CO2E.KT,4074.037
Sri Lanka,LKA,1986,CO2 emissions (kt),EN.ATM.CO2E.KT,3703.67
Sri Lanka,LKA,1985,CO2 emissions (kt),EN.ATM.CO2E.KT,3956.693
Sri Lanka,LKA,1984,CO2 emissions (kt),EN.ATM.CO2E.KT,3883.353
Sri Lanka,LKA,1983,CO2 emissions (kt),EN.ATM.CO2E.KT,4884.444
Sri Lanka,LKA,1982,CO2 emissions (kt),EN.ATM.CO2E.KT,4499.409
Sri Lanka,LKA,1981,CO2 emissions (kt),EN.ATM.CO2E.KT,4033.7
Sri Lanka,LKA,1980,CO2 emissions (kt),EN.ATM.CO2E.KT,3410.31
Sri Lanka,LKA,1979,CO2 emissions (kt),EN.ATM.CO2E.KT,3828.348
Sri Lanka,LKA,1978,CO2 emissions (kt),EN.ATM.CO2E.KT,3450.647
Sri Lanka,LKA,1977,CO2 emissions (kt),EN.ATM.CO2E.KT,2918.932
Sri Lanka,LKA,1976,CO2 emissions (kt),EN.ATM.CO2E.KT,2805.255
Sri Lanka,LKA,1975,CO2 emissions (kt),EN.ATM.CO2E.KT,2896.93
Sri Lanka,LKA,1974,CO2 emissions (kt),EN.ATM.CO2E.KT,2933.6
Sri Lanka,LKA,1973,CO2 emissions (kt),EN.ATM.CO2E.KT,3689.002
Sri Lanka,LKA,1972,CO2 emissions (kt),EN.ATM.CO2E.KT,3542.322
Sri Lanka,LKA,1971,CO2 emissions (kt),EN.ATM.CO2E.KT,3197.624
Sri Lanka,LKA,1970,CO2 emissions (kt),EN.ATM.CO2E.KT,3597.327
Sri Lanka,LKA,1969,CO2 emissions (kt),EN.ATM.CO2E.KT,4319.726
Sri Lanka,LKA,1968,CO2 emissions (kt),EN.ATM.CO2E.KT,3241.628
Sri Lanka,LKA,1967,CO2 emissions (kt),EN.ATM.CO2E.KT,2948.268
Sri Lanka,LKA,1966,CO2 emissions (kt),EN.ATM.CO2E.KT,2662.242
Sri Lanka,LKA,1965,CO2 emissions (kt),EN.ATM.CO2E.KT,2658.575
Sri Lanka,LKA,1964,CO2 emissions (kt),EN.ATM.CO2E.KT,2273.54
Sri Lanka,LKA,1963,CO2 emissions (kt),EN.ATM.CO2E.KT,2533.897
Sri Lanka,LKA,1962,CO2 emissions (kt),EN.ATM.CO2E.KT,2563.233
Sri Lanka,LKA,1961,CO2 emissions (kt),EN.ATM.CO2E.KT,2335.879
Sri Lanka,LKA,1960,CO2 emissions (kt),EN.ATM.CO2E.KT,2258.872
Sri Lanka,LKA,2016,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,16486.832
Sri Lanka,LKA,2015,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,13751.25
Sri Lanka,LKA,2014,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,13102.191
Sri Lanka,LKA,2013,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,11932.418
Sri Lanka,LKA,2012,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,13113.192
Sri Lanka,LKA,2011,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,13014.183
Sri Lanka,LKA,2010,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,12170.773
Sri Lanka,LKA,2009,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,12005.758
Sri Lanka,LKA,2008,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,11089.008
Sri Lanka,LKA,2007,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,11345.698
Sri Lanka,LKA,2006,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,10949.662
Sri Lanka,LKA,2005,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,11122.011
Sri Lanka,LKA,2004,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,11371.367
Sri Lanka,LKA,2003,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,10267.6
Sri Lanka,LKA,2002,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,10546.292
Sri Lanka,LKA,2001,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,9886.232
Sri Lanka,LKA,2000,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,9732.218
Sri Lanka,LKA,1999,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,8122.405
Sri Lanka,LKA,1998,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,7385.338
Sri Lanka,LKA,1997,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,7128.648
Sri Lanka,LKA,1996,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,6593.266
Sri Lanka,LKA,1995,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,5452.829
Sri Lanka,LKA,1994,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,5056.793
Sri Lanka,LKA,1993,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,4701.094
Sri Lanka,LKA,1992,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,4774.434
Sri Lanka,LKA,1991,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3971.361
Sri Lanka,LKA,1990,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3670.667
Sri Lanka,LKA,1989,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3281.965
Sri Lanka,LKA,1988,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3292.966
Sri Lanka,LKA,1987,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3777.01
Sri Lanka,LKA,1986,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3402.976
Sri Lanka,LKA,1985,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3652.332
Sri Lanka,LKA,1984,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3626.663
Sri Lanka,LKA,1983,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,4554.414
Sri Lanka,LKA,1982,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,4088.705
Sri Lanka,LKA,1981,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3707.337
Sri Lanka,LKA,1980,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3120.617
Sri Lanka,LKA,1979,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3527.654
Sri Lanka,LKA,1978,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3135.285
Sri Lanka,LKA,1977,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2742.916
Sri Lanka,LKA,1976,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2581.568
Sri Lanka,LKA,1975,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2691.578
Sri Lanka,LKA,1974,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2680.577
Sri Lanka,LKA,1973,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3461.648
Sri Lanka,LKA,1972,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3347.971
Sri Lanka,LKA,1971,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2970.27
Sri Lanka,LKA,1970,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3377.307
Sri Lanka,LKA,1969,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,4118.041
Sri Lanka,LKA,1968,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3017.941
Sri Lanka,LKA,1967,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2482.559
Sri Lanka,LKA,1966,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2537.564
Sri Lanka,LKA,1965,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2244.204
Sri Lanka,LKA,1964,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1767.494
Sri Lanka,LKA,1963,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2108.525
Sri Lanka,LKA,1962,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2141.528
Sri Lanka,LKA,1961,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1921.508
Sri Lanka,LKA,1960,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1525.472
Sri Lanka,LKA,2016,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,70.5697692669911
Sri Lanka,LKA,2015,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,68.3682771194166
Sri Lanka,LKA,2014,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,73.0973813420622
Sri Lanka,LKA,2013,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,80.009835259405
Sri Lanka,LKA,2012,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,81.6438356164384
Sri Lanka,LKA,2011,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,85.9738372093023
Sri Lanka,LKA,2010,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,91.7611280066353
Sri Lanka,LKA,2009,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,91.1216253826885
Sri Lanka,LKA,2008,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,90.8380895163713
Sri Lanka,LKA,2007,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,91.8373404571089
Sri Lanka,LKA,2006,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,91.4268218003674
Sri Lanka,LKA,2005,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,91.9090909090909
Sri Lanka,LKA,2004,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,92.4567680381634
Sri Lanka,LKA,2003,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,92.6845415425356
Sri Lanka,LKA,2002,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,95.3897180762852
Sri Lanka,LKA,2001,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,94.6629213483146
Sri Lanka,LKA,2000,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,95.0573065902579
Sri Lanka,LKA,1999,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,94.2553191489362
Sri Lanka,LKA,1998,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,94.3767572633552
Sri Lanka,LKA,1997,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,93.5965334617236
Sri Lanka,LKA,1996,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,93.3541017653167
Sri Lanka,LKA,1995,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,92.360248447205
Sri Lanka,LKA,1994,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,91.506303915063
Sri Lanka,LKA,1993,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,93.2363636363636
Sri Lanka,LKA,1992,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,92.0792079207921
Sri Lanka,LKA,1991,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,95.0834064969271
Sri Lanka,LKA,1990,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,94.8815165876777
Sri Lanka,LKA,1989,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,94.2105263157895
Sri Lanka,LKA,1988,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,94.327731092437
Sri Lanka,LKA,1987,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,92.7092709270927
Sri Lanka,LKA,1986,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,91.8811881188119
Sri Lanka,LKA,1985,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,92.3076923076923
Sri Lanka,LKA,1984,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,93.3899905571294
Sri Lanka,LKA,1983,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,93.2432432432432
Sri Lanka,LKA,1982,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,90.8720456397718
Sri Lanka,LKA,1981,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,91.9090909090909
Sri Lanka,LKA,1980,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,91.505376344086
Sri Lanka,LKA,1979,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,92.1455938697318
Sri Lanka,LKA,1978,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,90.8607863974495
Sri Lanka,LKA,1977,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,93.9698492462312
Sri Lanka,LKA,1976,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,92.0261437908497
Sri Lanka,LKA,1975,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,92.9113924050633
Sri Lanka,LKA,1974,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,91.375
Sri Lanka,LKA,1973,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,93.8369781312127
Sri Lanka,LKA,1972,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,94.5134575569358
Sri Lanka,LKA,1971,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,92.8899082568807
Sri Lanka,LKA,1970,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,93.8837920489296
Sri Lanka,LKA,1969,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,95.3310696095077
Sri Lanka,LKA,1968,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,93.0995475113122
Sri Lanka,LKA,1967,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,84.2039800995025
Sri Lanka,LKA,1966,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,95.3168044077135
Sri Lanka,LKA,1965,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,84.4137931034483
Sri Lanka,LKA,1964,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,77.741935483871
Sri Lanka,LKA,1963,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,83.2127351664255
Sri Lanka,LKA,1962,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,83.5479256080114
Sri Lanka,LKA,1961,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,82.2605965463108
Sri Lanka,LKA,1960,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,67.5324675324675
Sri Lanka,LKA,2016,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.10184676696694
Sri Lanka,LKA,2015,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.959155698617072
Sri Lanka,LKA,2014,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.862657426123785
Sri Lanka,LKA,2013,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.724493028904542
Sri Lanka,LKA,2012,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.786362790697674
Sri Lanka,LKA,2011,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.742076615779362
Sri Lanka,LKA,2010,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.654610164962658
Sri Lanka,LKA,2009,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.654733309917933
Sri Lanka,LKA,2008,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.610861327751263
Sri Lanka,LKA,2007,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.622623505925095
Sri Lanka,LKA,2006,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.608064532179473
Sri Lanka,LKA,2005,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.619140825259141
Sri Lanka,LKA,2004,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.634395261645689
Sri Lanka,LKA,2003,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.576258098129961
Sri Lanka,LKA,2002,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.579987695201496
Sri Lanka,LKA,2001,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.552229542194183
Sri Lanka,LKA,2000,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.545238127064261
Sri Lanka,LKA,1999,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.461732779718725
Sri Lanka,LKA,1998,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.421521520610275
Sri Lanka,LKA,1997,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.412343686555609
Sri Lanka,LKA,1996,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.384522853891113
Sri Lanka,LKA,1995,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.32362541681942
Sri Lanka,LKA,1994,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.305406395553737
Sri Lanka,LKA,1993,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.281292875249033
Sri Lanka,LKA,1992,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.292337505125637
Sri Lanka,LKA,1991,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.238183026208947
Sri Lanka,LKA,1990,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.223290758801931
Sri Lanka,LKA,1989,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.203641801573916
Sri Lanka,LKA,1988,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.206834038888888
Sri Lanka,LKA,1987,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.244775820069657
Sri Lanka,LKA,1986,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.225711611026702
Sri Lanka,LKA,1985,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.244598449087182
Sri Lanka,LKA,1984,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.243493505057878
Sri Lanka,LKA,1983,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.310623364550348
Sri Lanka,LKA,1982,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.290261848641851
Sri Lanka,LKA,1981,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.264109515780015
Sri Lanka,LKA,1980,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.226812160868496
Sri Lanka,LKA,1979,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.258866977053407
Sri Lanka,LKA,1978,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.23742401275932
Sri Lanka,LKA,1977,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.204500159211181
Sri Lanka,LKA,1976,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.200190909818161
Sri Lanka,LKA,1975,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.210606997555678
Sri Lanka,LKA,1974,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.21727256130325
Sri Lanka,LKA,1973,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.278372470464161
Sri Lanka,LKA,1972,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.272439552873657
Sri Lanka,LKA,1971,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.250836907735055
Sri Lanka,LKA,1970,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.288114841411082
Sri Lanka,LKA,1969,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.353642370877144
Sri Lanka,LKA,1968,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.271547714783541
Sri Lanka,LKA,1967,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.252904144488812
Sri Lanka,LKA,1966,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.233926649309751
Sri Lanka,LKA,1965,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.2392780190841
Sri Lanka,LKA,1964,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.209543339961613
Sri Lanka,LKA,1963,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.239103030890933
Sri Lanka,LKA,1962,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.24760323406309
Sri Lanka,LKA,1961,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.23100898499422
Sri Lanka,LKA,1960,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.228758670333494
Sri Lanka,LKA,2016,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.0901363971428343
Sri Lanka,LKA,2015,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.0829899868648584
