gnd_id	name	province_id	district_id	dsd_id	pd_id	gnd_num	lat	lng	ps_id	ps_name	distance
LK-2303420	Kosgaha pathana	LK-2	LK-23	LK-2303	EC-06B	468G	7.008980132231406	80.65463318181818	PS-230134	Kotmale	6.9418903896913875
LK-2233300	Gurulawela South	LK-2	LK-22	LK-2233	EC-05D	E358A	7.411123128571426	80.63675547142856	PS-210113	Alawathugoda	3.2199577730895688
LK-2303035	Kotagepitiya North	LK-2	LK-23	LK-2303	EC-06B	459B	7.0776651037735885	80.61983637735852	PS-210217	Pussellawa	4.534872859253596
LK-2303405	Sheengama	LK-2	LK-23	LK-2303	EC-06B	468J	7.009286087719298	80.6707554035088	PS-230134	Kotmale	6.244309206228938
LK-2303270	Kottunugoda	LK-2	LK-23	LK-2303	EC-06B	465F	7.050418514285715	80.6462007	PS-230134	Kotmale	4.5326427859473934
LK-2303380	Kudaoya	LK-2	LK-23	LK-2303	EC-06B	474B	7.014123740384611	80.74125806730773	PS-230146	Mandaram Nuwara	5.244508310719571
LK-2303355	Kumbaloluwa	LK-2	LK-23	LK-2303	EC-06B	469	7.03218383333333	80.65867102380955	PS-230134	Kotmale	4.549095303199299
LK-2303440	Madakumbura	LK-2	LK-23	LK-2303	EC-06B	468	7.012348306666665	80.64451702666672	PS-230139	Dimbulapathana	6.924186650508005
LK-2303340	Maldeniya	LK-2	LK-23	LK-2303	EC-06B	466A	7.028436296296297	80.64928362962964	PS-230134	Kotmale	5.558003409252189
LK-2303235	Malhewa	LK-2	LK-23	LK-2303	EC-06B	472A	7.051931259259258	80.68634843209877	PS-230134	Kotmale	1.3059429333475128
LK-2303150	Mallanda	LK-2	LK-23	LK-2303	EC-06B	460F	7.064080360655735	80.54406954098361	PS-210219	Nawalapitiya	1.1568908579500097
LK-2303195	Maswela	LK-2	LK-23	LK-2303	EC-06B	457	7.065050639999999	80.63435788000001	PS-210217	Pussellawa	5.594599098769675
LK-2303105	Mawela East	LK-2	LK-23	LK-2303	EC-06B	456	7.073369114285714	80.64371571428572	PS-230134	Kotmale	4.690644563853887
LK-2303205	Mawela Kanda	LK-2	LK-23	LK-2303	EC-06B	456C	7.069487946428568	80.64739612500003	PS-230134	Kotmale	4.2080962187936155
LK-2303110	Mawela West	LK-2	LK-23	LK-2303	EC-06B	456B	7.068453951612902	80.63912991935486	PS-230134	Kotmale	5.0979707672217005
LK-2303360	Medakanda	LK-2	LK-23	LK-2303	EC-06B	469C	7.029029520547942	80.66736810958903	PS-230134	Kotmale	4.312671738136515
LK-2233290	Maberiya	LK-2	LK-22	LK-2233	EC-05D	E359B	7.417168263157897	80.64483331578948	PS-210113	Alawathugoda	4.307630919393994
LK-2303480	Medakumbura North	LK-2	LK-23	LK-2303	EC-06B	468K	6.982181820987656	80.64711864197527	PS-230139	Dimbulapathana	3.9280885183285386
LK-2303335	Methagama	LK-2	LK-23	LK-2303	EC-06B	466	7.023137162499999	80.63647636250002	PS-230134	Kotmale	7.0010098814004635
LK-2303045	Nawa Kadadora	LK-2	LK-23	LK-2303	EC-06B	456A	7.0969937678571435	80.64294285714287	PS-210217	Pussellawa	2.1970256213448147
LK-2303040	Nawa Morape	LK-2	LK-23	LK-2303	EC-06B	456D	7.0836239999999995	80.63673859999999	PS-210217	Pussellawa	3.529557355915126
LK-2303200	Nawangama	LK-2	LK-23	LK-2303	EC-06B	464	7.055700035714283	80.64385196428574	PS-230134	Kotmale	4.632283180133346
LK-2303025	Nayapana	LK-2	LK-23	LK-2303	EC-06B	459C	7.074793848484851	80.59472026262625	PS-210217	Pussellawa	6.375536285787275
LK-2233160	Udupihilla	LK-2	LK-22	LK-2233	EC-05D	E347	7.439373407407408	80.60827007407406	PS-220121	Matale	3.2708665042193794
LK-2303255	Niyamgamdora	LK-2	LK-23	LK-2303	EC-06B	470	7.044949627659574	80.66937952127662	PS-230134	Kotmale	2.701489560636237
LK-2303015	Pahala Gorakaoya	LK-2	LK-23	LK-2303	EC-06B	460L	7.072053068965517	80.56161193103448	PS-210219	Nawalapitiya	3.2586856884632276
LK-2303250	Palagolla	LK-2	LK-23	LK-2303	EC-06B	474C	7.035618270408168	80.69572159183673	PS-230134	Kotmale	3.3279064395569042
LK-2303080	Panangammana	LK-2	LK-23	LK-2303	EC-06B	473	7.069686506329111	80.6721638101266	PS-230134	Kotmale	1.5756386622697738
LK-2303010	Polwathura	LK-2	LK-23	LK-2303	EC-06B	460K	7.076420339285714	80.55574257142858	PS-210219	Nawalapitiya	3.034861872919674
LK-5245075	Vinayagapuram 2	LK-5	LK-52	LK-5245	EC-13D	TK/10A/1	7.0977688285714295	81.84648574285714	PS-520127	Thirukkovil	1.9129072789931694
LK-2312345	Elbedda	LK-2	LK-23	LK-2312	EC-06A	475J	6.856749878306879	80.68557310052907	PS-230137	Agarapathana	3.114811474684911
LK-2303410	Pundaluoya South	LK-2	LK-23	LK-2303	EC-06B	468C	7.0017980955414	80.66462753503183	PS-230139	Dimbulapathana	6.819699344762206
LK-2312330	Glasgow	LK-2	LK-23	LK-2312	EC-06A	476J	6.866946993006994	80.71761369230767	PS-230137	Agarapathana	3.3175178640016267
LK-2303100	Raja Ela	LK-2	LK-23	LK-2303	EC-06B	456E	7.087348588888885	80.64961627777774	PS-210217	Pussellawa	3.4783965242786197
LK-2303070	Ramboda	LK-2	LK-23	LK-2303	EC-06B	474	7.059471363636365	80.69497521969703	PS-230134	Kotmale	1.1876338180140247
LK-2303240	Rambodagama	LK-2	LK-23	LK-2303	EC-06B	472	7.058654640625001	80.68975878124999	PS-230134	Kotmale	0.7566474356172747
LK-2303120	Ranwanthalawa	LK-2	LK-23	LK-2303	EC-06B	458	7.064970974358974	80.62231794871794	PS-210217	Pussellawa	5.789261886866964
LK-2303330	Rawanagoda East	LK-2	LK-23	LK-2303	EC-06B	467	7.015189676923078	80.6327714307692	PS-230139	Dimbulapathana	7.021944103347594
LK-2303320	Rawanagoda West	LK-2	LK-23	LK-2303	EC-06B	467E	7.018979413043475	80.62756632608698	PS-230139	Dimbulapathana	7.426470976014198
LK-2303290	Rojersangama North	LK-2	LK-23	LK-2303	EC-06B	465B	7.037510333333333	80.62746744444445	PS-230134	Kotmale	6.9880280293887465
LK-2303285	Rojersangama South	LK-2	LK-23	LK-2303	EC-06B	465D	7.037783519480517	80.6348712987013	PS-230134	Kotmale	6.239714970597828
LK-1310075	Nambapana	LK-1	LK-13	LK-1310	EC-03C	619A	6.745806754545455	80.1949399818182	PS-130193	Ingiriya	2.2075708555862494
LK-2233020	Wademada	LK-2	LK-22	LK-2233	EC-05D	E344E	7.4649092222222215	80.57708646296295	PS-210104	Ankumbura	2.9562277296232025
LK-2303325	Udagama	LK-2	LK-23	LK-2303	EC-06B	467F	7.010311619047615	80.63006016666668	PS-230139	Dimbulapathana	6.464869573408991
LK-2303155	Ruwanpura	LK-2	LK-23	LK-2303	EC-06B	460C	7.049593875000002	80.56291093382366	PS-210219	Nawalapitiya	3.085583768790593
LK-2312195	Jayalanka	LK-2	LK-23	LK-2312	EC-06A	534B	6.993213049999997	80.79964749999999	PS-230135	Kandapola	2.6906576697142492
LK-2233025	Wattegedara	LK-2	LK-22	LK-2233	EC-05D	E343I	7.4693489999999985	80.58569170000001	PS-210104	Ankumbura	3.7184619792697227
LK-2303190	Wataddara	LK-2	LK-23	LK-2303	EC-06B	463	7.052253367346942	80.63278442857144	PS-230134	Kotmale	5.9063291198001275
LK-2303385	Samaneliya	LK-2	LK-23	LK-2303	EC-06B	474H	7.0167833495145615	80.72771371844661	PS-230146	Mandaram Nuwara	6.463474826261672
LK-2303075	Sangilipalama	LK-2	LK-23	LK-2303	EC-06B	471/A	7.063850235294118	80.68161145098038	PS-230134	Kotmale	0.3810010278858941
LK-1310095	Nimalagama	LK-1	LK-13	LK-1310	EC-03C	620D	6.756410853658541	80.1593126585366	PS-130193	Ingiriya	2.2490615707922625
LK-5225015	Sainthamaruthu 03	LK-5	LK-52	LK-5225	EC-13C	KP/52	7.39691102631579	81.83566786842107	PS-520123	Kalmunai	2.2625857678964905
LK-1310110	Pelpitigoda	LK-1	LK-13	LK-1310	EC-03C	622	6.765051073529409	80.11608535294117	PS-130194	Moragahahena	6.075372565991007
LK-2303400	Sheen	LK-2	LK-23	LK-2303	EC-06B	468M	6.998907775956283	80.67477172677592	PS-230136	Thalawakale	6.896009134163005
LK-2303305	Thelissagala	LK-2	LK-23	LK-2303	EC-06B	460I	7.02666356626506	80.59829793975905	PS-210219	Nawalapitiya	7.670392199109395
LK-2303125	Thispane Kanda	LK-2	LK-23	LK-2303	EC-06B	462A	7.051701249999997	80.60828760937504	PS-210217	Pussellawa	7.691181002403573
LK-5236030	Akkaraipattu 05	LK-5	LK-52	LK-5236	EC-13B	AP/19	7.233641607142855	81.84579049999999	PS-520126	Akkaraipattu	2.1194458226284416
LK-2303245	Wedamulla	LK-2	LK-23	LK-2303	EC-06B	474L	7.051562333333335	80.72256409090907	PS-230134	Kotmale	4.351802552352527
LK-2303280	Weerasekarapura	LK-2	LK-23	LK-2303	EC-06B	465G	7.042580803921567	80.63842558823532	PS-230134	Kotmale	5.653383391801391
LK-2303160	Werella Pathana	LK-2	LK-23	LK-2303	EC-06B	461D	7.036492379310344	80.57634796551723	PS-210219	Nawalapitiya	5.014905608899616
LK-2309255	Egodakanda	LK-2	LK-23	LK-2309	EC-06D	516B	7.086210987654323	80.86994362962962	PS-230141	Walapone	1.1414089248403032
LK-2233130	Eriyagolla	LK-2	LK-22	LK-2233	EC-05D	E365D	7.443034870967742	80.65111696774196	PS-220121	Matale	3.5175927619201928
LK-1224155	Oruthota South	LK-1	LK-12	LK-1224	EC-02H	235A	7.076547101694915	79.98970118644066	PS-120237	Gampaha	2.7871629011882026
LK-2312350	Agarapathana	LK-2	LK-23	LK-2312	EC-06A	475K	6.827400243243242	80.7184373088803	PS-230140	Dayagama	4.529184143983119
LK-1310130	Poruwadanda East	LK-1	LK-13	LK-1310	EC-03C	618A	6.733772305555558	80.12998726388892	PS-130193	Ingiriya	5.099565331478819
LK-2227005	Kumbukoya	LK-2	LK-22	LK-2227	EC-05B	E398I	7.6791903606557375	80.93971403278681	PS-220127	Wilgamuwa	15.471539094591042
LK-2312320	Dayagama West	LK-2	LK-23	LK-2312	EC-06A	475L	6.86284355284553	80.75323712195122	PS-230140	Dayagama	1.0293627294241803
LK-5225020	Sainthamaruthu 04	LK-5	LK-52	LK-5225	EC-13C	KP/52B	7.397884142857143	81.84189276190476	PS-520123	Kalmunai	2.6074893045588117
LK-2312235	Magasthota	LK-2	LK-23	LK-2312	EC-06A	535A	6.952124278481016	80.78309392405059	PS-230131	Nuwaraeliya	2.986128836793621
LK-1310125	Poruwadanda West	LK-1	LK-13	LK-1310	EC-03C	618C	6.724021642857146	80.11498619387756	PS-130192	Horana	5.176707168874139
LK-1310065	Raigam Wattha	LK-1	LK-13	LK-1310	EC-03C	620B	6.774464397058823	80.16979264705881	PS-130193	Ingiriya	3.4807861562325866
LK-1336205	Batagodavila	LK-1	LK-13	LK-1336	EC-03H	841B	6.451717889502766	80.30977034254148	PS-1302108	Thiniyawala	5.040809881514005
LK-1310120	Rathmalgoda West	LK-1	LK-13	LK-1310	EC-03C	621B	6.746213061728397	80.11541100000001	PS-130192	Horana	6.207580675379747
LK-2227030	Medakanda	LK-2	LK-22	LK-2227	EC-05B	E398A	7.625007414634144	80.94885956097565	PS-220127	Wilgamuwa	9.897194503679046
LK-2233305	Gurulawela North	LK-2	LK-22	LK-2233	EC-05D	E358	7.404617465116281	80.63243558139534	PS-210113	Alawathugoda	2.357251864838413
LK-2312340	Albian	LK-2	LK-23	LK-2312	EC-06A	476K	6.866186158192093	80.66517033333332	PS-230137	Agarapathana	3.629732970692605
LK-2312305	Ambewela	LK-2	LK-23	LK-2312	EC-06A	477A	6.893572412935324	80.78554586567164	PS-230140	Dayagama	5.925427517136831
LK-1224410	Pahala Imbulgoda South	LK-1	LK-12	LK-1224	EC-02H	243B	7.036338875	79.99684050000003	PS-120244	Weliweriya	3.237934261807346
LK-2227125	Piduruella	LK-2	LK-22	LK-2227	EC-05B	E394E	7.564593999999998	80.94119131034485	PS-220127	Wilgamuwa	3.704593103317086
LK-1336145	Diganna	LK-1	LK-13	LK-1336	EC-03H	836N	6.524059948905099	80.30343877372268	PS-1302106	Baduraliya	8.517459296996051
LK-1336150	Batahena	LK-1	LK-13	LK-1336	EC-03H	838A	6.490216600000002	80.2828085545454	PS-1302106	Baduraliya	6.865974152117045
LK-2312270	Balmoral	LK-2	LK-23	LK-2312	EC-06A	476Q	6.877038934615382	80.67180871538469	PS-230137	Agarapathana	2.44087754384101
LK-2233125	Nawarathnagoda	LK-2	LK-22	LK-2233	EC-05D	E365B	7.447043454545453	80.65223845454547	PS-220121	Matale	3.3626823555319225
LK-2227145	Wilgamuwa	LK-2	LK-22	LK-2227	EC-05B	E395	7.522429142857144	80.94972241558443	PS-220127	Wilgamuwa	4.262498645256316
LK-2312065	Bambarakele	LK-2	LK-23	LK-2312	EC-06A	535K	6.98562676724138	80.75651409482762	PS-230131	Nuwaraeliya	1.770785906079659
LK-1310080	Urugala East	LK-1	LK-13	LK-1310	EC-03C	619	6.739573518867928	80.18839267924528	PS-130193	Ingiriya	1.5379749020599014
LK-1310155	Urugala West	LK-1	LK-13	LK-1310	EC-03C	619B	6.728999519480521	80.1769653246753	PS-130193	Ingiriya	1.6388818667562928
LK-1224240	Pahala Yagoda	LK-1	LK-12	LK-1224	EC-02H	236	7.070271518987341	79.97561537974686	PS-120242	Ganemulla	1.793173035958705
LK-2312030	Bangalahatha	LK-2	LK-23	LK-2312	EC-06A	476C	6.954826886925793	80.73249955477034	PS-230133	Nanuoya	2.1210143815117295
LK-2312230	Kalukele	LK-2	LK-23	LK-2312	EC-06A	535B	6.9524426976744245	80.77578043023256	PS-230131	Nuwaraeliya	2.5766130825591964
LK-1303150	Udahamulla	LK-1	LK-13	LK-1303	EC-03A	682	6.72368398181818	79.91472305454546	PS-130186	Panadura South	0.8733525935808688
LK-2312085	Barewell	LK-2	LK-23	LK-2312	EC-06A	475X	6.949458084388185	80.68709212236284	PS-230138	Lindula	2.495268140964296
LK-2215155	Ambanpola	LK-2	LK-22	LK-2215	EC-05C	E335	7.547046531250003	80.57462528125002	PS-220124	Yatawatta	1.9746689608482082
LK-1224050	Pahalagama	LK-1	LK-12	LK-1224	EC-02H	222	7.08908784	79.98181225333336	PS-120237	Gampaha	3.3662032025039994
LK-6109010	Mahaweli Thenna	LK-6	LK-61	LK-6109	EC-15A	101	8.038200770491802	80.37070259016394	PS-610328	Meegalewa	2.607677345259135
LK-2312095	Devon	LK-2	LK-23	LK-2312	EC-06A	475C	6.9426207409638545	80.64510064457829	PS-230136	Thalawakale	1.9409260295947157
LK-2233275	Rathwatta	LK-2	LK-22	LK-2233	EC-05D	E364	7.413451085714285	80.65950815714288	PS-210113	Alawathugoda	5.289368517181802
LK-1336100	Bellana	LK-1	LK-13	LK-1336	EC-03H	834	6.519932444444446	80.1840592	PS-1302106	Baduraliya	4.727290984530749
LK-2215110	Galaliyadda	LK-2	LK-22	LK-2215	EC-05C	E331H	7.562149677419357	80.61341851612904	PS-220123	Mahawela	3.0340186270608878
LK-2312005	Bogahawatta	LK-2	LK-23	LK-2312	EC-06A	475P	6.972845976076558	80.61106870813396	PS-230139	Dimbulapathana	2.9801754884342015
LK-2312335	Braemore	LK-2	LK-23	LK-2312	EC-06A	476P	6.875484215189872	80.70512450000007	PS-230137	Agarapathana	1.6430395773037596
LK-2312185	Bulu Ela	LK-2	LK-23	LK-2312	EC-06A	535I	6.964388766233771	80.80042375757573	PS-230131	Nuwaraeliya	3.7801849559402827
LK-2312100	Dimbula	LK-2	LK-23	LK-2312	EC-06A	475B	6.950648191489365	80.62492047872341	PS-230139	Dimbulapathana	0.4110981539164826
LK-2312225	Kelegala	LK-2	LK-23	LK-2312	EC-06A	535C	6.956158544444445	80.7733406999999	PS-230131	Nuwaraeliya	2.098017287315232
LK-2312045	Concordia	LK-2	LK-23	LK-2312	EC-06A	534F	6.995640441379317	80.83122822413797	PS-230135	Kandapola	0.8631327911201028
LK-2215030	Kavudupelella	LK-2	LK-22	LK-2215	EC-05C	E331A	7.584971293103444	80.62803358620691	PS-220123	Mahawela	2.015524960866672
LK-1224425	Parakandeniya North 1	LK-1	LK-12	LK-1224	EC-02H	244A	7.04030358108108	79.97752956756754	PS-120242	Ganemulla	3.5412170930605344
LK-2312060	Hawaeliya East	LK-2	LK-23	LK-2312	EC-06A	535H	6.98714008433735	80.78619326506025	PS-230131	Nuwaraeliya	2.5079787618921796
LK-1310135	Wagawatta	LK-1	LK-13	LK-1310	EC-03C	618	6.713278043165465	80.1242581798561	PS-130192	Horana	6.0959427069798275
LK-1321090	Ariyagama	LK-1	LK-13	LK-1321	EC-03F	709D	6.644326370370371	79.96489825925926	PS-130195	Moronthuduwa	1.9717115731568424
LK-2215035	Mahawela	LK-2	LK-22	LK-2215	EC-05C	E331	7.583866480519477	80.61322574025978	PS-220123	Mahawela	0.6815257800241923
LK-2312130	Coombewood	LK-2	LK-23	LK-2312	EC-06A	475R	6.919593508196716	80.65361121721307	PS-230136	Thalawakale	2.272010056983127
LK-2312360	Dayagama East	LK-2	LK-23	LK-2312	EC-06A	476S	6.842013559701496	80.76875759701491	PS-230140	Dayagama	2.6026151854388817
LK-7154265	Kandalama East	LK-7	LK-71	LK-7154	EC-17G	651	7.9213526065573765	80.64812996721312	PS-710109	Galkiriyagama	9.405275620611286
LK-2312120	Drayton	LK-2	LK-23	LK-2312	EC-06A	475N	6.919902104417663	80.62757620080323	PS-230139	Dimbulapathana	3.5951825617444237
LK-2312175	Hawaeliya North	LK-2	LK-23	LK-2312	EC-06A	535G	6.979981230769231	80.77560469230767	PS-230131	Nuwaraeliya	1.0939447683404555
LK-2312180	Hawaeliya West	LK-2	LK-23	LK-2312	EC-06A	535F	6.985524790322579	80.77137866129033	PS-230131	Nuwaraeliya	1.3315101575543888
LK-2312260	Eildonhall	LK-2	LK-23	LK-2312	EC-06A	475T	6.900290303964758	80.6594976563877	PS-230137	Agarapathana	4.112385281375652
LK-2312280	Henfold	LK-2	LK-23	LK-2312	EC-06A	476N	6.893201803571435	80.71453854166667	PS-230137	Agarapathana	2.6145539047393678
LK-1321235	Botnikwatta	LK-1	LK-13	LK-1321	EC-03F	718B	6.604489291666666	79.96183547916668	PS-130297	Kalutara North	0.6953261861550829
LK-1321185	Dediyawala	LK-1	LK-13	LK-1321	EC-03F	715	6.617039040000001	79.95613859999999	PS-130297	Kalutara North	1.6673296040076475
LK-2312025	Great Western	LK-2	LK-23	LK-2312	EC-06A	475Z	6.958520946502055	80.67011057201644	PS-230136	Thalawakale	2.427161671682322
LK-2312190	Galpalama	LK-2	LK-23	LK-2312	EC-06A	534A	6.974922436426126	80.81470164948452	PS-230135	Kandapola	2.6969093470023466
LK-2312210	Goredihela	LK-2	LK-23	LK-2312	EC-06A	478	6.936847403100776	80.8137626434109	PS-230131	Nuwaraeliya	6.569688878294069
LK-2312275	Hallbrook	LK-2	LK-23	LK-2312	EC-06A	475I	6.886626884615382	80.69975718269237	PS-230137	Agarapathana	0.8262459249156562
LK-2309540	Embulampaha	LK-2	LK-23	LK-2309	EC-06D	531A	7.025464614285716	80.90766090000001	PS-230145	Theripaha	5.563402888351514
LK-2312020	Hollyrood	LK-2	LK-23	LK-2312	EC-06A	475S	6.948636458333335	80.66499318229165	PS-230136	Thalawakale	1.2040381043578112
LK-2133285	Yatiwawala	LK-2	LK-21	LK-2133	EC-04B	415	7.324992092592591	80.61854968518517	PS-210103	Katugastota	0.9229289657805726
LK-2312080	Kalapura	LK-2	LK-23	LK-2312	EC-06A	535N	6.96511422777778	80.74596425555559	PS-230131	Nuwaraeliya	2.594272980622046
LK-5225025	Sainthamaruthu 05	LK-5	LK-52	LK-5225	EC-13C	KP/52A	7.3957788749999995	81.8355034375	PS-520123	Kalmunai	2.362127826758166
LK-2312050	Kandapola	LK-2	LK-23	LK-2312	EC-06A	534	6.996414862385322	80.82367866972479	PS-230135	Kandapola	0.11958360853883243
LK-2309305	Galabada	LK-2	LK-23	LK-2309	EC-06D	505C	7.092911266666668	80.8202753866667	PS-230144	Maturata	2.4959983560825583
LK-2312055	Kandapola Central	LK-2	LK-23	LK-2312	EC-06A	534C	6.992770771186443	80.81130817796608	PS-230135	Kandapola	1.4586144401877497
LK-2312200	Kandapola East	LK-2	LK-23	LK-2312	EC-06A	534D	6.98885032061069	80.82247126717556	PS-230135	Kandapola	0.9694442031244238
LK-5225035	Sainthamaruthu 07	LK-5	LK-52	LK-5225	EC-13C	KP/50A	7.394545382352942	81.83520173529412	PS-520123	Kalmunai	2.4672800826774686
LK-2309310	Ambagaspitiya	LK-2	LK-23	LK-2309	EC-06D	505B	7.1010952815533965	80.81435223300969	PS-230144	Maturata	2.733136523571489
LK-2312250	Kirimetiya	LK-2	LK-23	LK-2312	EC-06A	476A	6.920202124999999	80.72843393750007	PS-230133	Nanuoya	2.7792604288716958
LK-2312115	Kotagala	LK-2	LK-23	LK-2312	EC-06A	475	6.932174275862069	80.60907510344829	PS-230139	Dimbulapathana	3.0776329758776053
LK-2309590	Ekangapura	LK-2	LK-23	LK-2309	EC-06D	533J	6.999964280487804	80.83680792682928	PS-230135	Kandapola	1.480113577175559
LK-2312110	Kuduoya	LK-2	LK-23	LK-2312	EC-06A	475A	6.931872268456371	80.5910329530202	PS-230248	Hatton	3.769973968361786
LK-1224455	Parakandeniya	LK-1	LK-12	LK-1224	EC-02H	244	7.031271448275861	79.97373772413796	PS-120136	Kadawatha	4.219160404040406
LK-2312135	Lindula	LK-2	LK-23	LK-2312	EC-06A	475F	6.923617533678753	80.6854659637306	PS-230138	Lindula	0.40467853235593104
LK-2312315	Lippakelle	LK-2	LK-23	LK-2312	EC-06A	476L	6.879383127118649	80.73848665677967	PS-230140	Dayagama	2.9832872807111457
LK-2312290	Magoda	LK-2	LK-23	LK-2312	EC-06A	476F	6.929492916666666	80.77364119166664	PS-230133	Nanuoya	3.4446141138697617
LK-2309570	Galkadapathana	LK-2	LK-23	LK-2309	EC-06D	533H	7.01474203174603	80.89017233333335	PS-230142	Ragala	3.5068971403110725
LK-2312300	Meepilimana	LK-2	LK-23	LK-2312	EC-06A	476H	6.928259210084035	80.78707239495793	PS-230133	Nanuoya	4.903250159029561
LK-2312295	Mihindupura	LK-2	LK-23	LK-2312	EC-06A	476G	6.934892015999997	80.77879282400002	PS-230133	Nanuoya	3.8583679444853733
LK-2315015	Bulathgama	LK-2	LK-23	LK-2315	EC-06A	316	6.998800540816327	80.46998308163268	PS-230250	Ginigathhena	2.8639403163993173
LK-1224495	Weliweriya South	LK-1	LK-12	LK-1224	EC-02H	241C	7.030795651162791	80.0227071860465	PS-120244	Weliweriya	0.5586576255534005
LK-2312010	Mount Vernon	LK-2	LK-23	LK-2312	EC-06A	475Q	6.959262304964542	80.62148929787233	PS-230139	Dimbulapathana	1.085519095834065
LK-2312155	Nanuoya	LK-2	LK-23	LK-2312	EC-06A	476	6.938166947867298	80.73350727962082	PS-230133	Nanuoya	1.1911100783101023
LK-5130105	Mavadimunmaari	LK-5	LK-51	LK-5130	EC-12C	135	7.574970848484847	81.68415407575759	PS-520117	Bakkiella	10.53001204440318
LK-2312165	Nuwaraeliya	LK-2	LK-23	LK-2312	EC-06A	535	6.978846609929077	80.76638273049643	PS-230131	Nuwaraeliya	0.5404117380851683
LK-2312170	Nuwaraeliya Central	LK-2	LK-23	LK-2312	EC-06A	535D	6.969587532846714	80.77689172262778	PS-230131	Nuwaraeliya	1.1417142912805331
LK-2309565	Ambaliyadda	LK-2	LK-23	LK-2309	EC-06D	531	7.019844276315791	80.90320313157895	PS-230142	Ragala	5.005258134483196
LK-7133140	Wanniyankulama kotasa 2	LK-7	LK-71	LK-7133	EC-17F	243	8.292071785714286	80.41543171428573	PS-710102	Hidogama	2.688982637768126
LK-2312070	Nuwaraeliya West	LK-2	LK-23	LK-2312	EC-06A	535L	6.963570007194251	80.76489899280574	PS-230131	Nuwaraeliya	1.2145173254140014
LK-2312040	Park	LK-2	LK-23	LK-2312	EC-06A	534G	7.001566891666675	80.81086286250004	PS-230135	Kandapola	1.4812308100831613
LK-7133130	Wanniyankulama kotasa 3	LK-7	LK-71	LK-7133	EC-17F	244	8.299605384615383	80.40524373076923	PS-710102	Hidogama	2.4478686235240117
LK-2315195	Hatton South	LK-2	LK-23	LK-2315	EC-06A	319D	6.889566330188678	80.5789873301887	PS-230248	Hatton	2.1557972179313922
LK-2312205	Pedro	LK-2	LK-23	LK-2312	EC-06A	534H	6.976568375886522	80.79863156737588	PS-230131	Nuwaraeliya	3.4336357362453285
LK-1224450	Parakandeniya North 2	LK-1	LK-12	LK-1224	EC-02H	244B	7.038276333333334	79.9729621111111	PS-120242	Ganemulla	3.4922188767519993
LK-1224295	Pepolgasdeniya	LK-1	LK-12	LK-1224	EC-02H	231B	7.0740117241379314	80.03737551724137	PS-120250	Yakkala	1.8683901448328597
LK-2309170	Kalaganwatta	LK-2	LK-23	LK-2309	EC-06D	519	7.104193455555551	80.90781877777775	PS-230145	Theripaha	3.5114260588073707
LK-2309260	Kandegama	LK-2	LK-23	LK-2309	EC-06D	515C	7.0879651304347835	80.86055091304351	PS-230141	Walapone	0.6367058256047727
LK-2312215	Seethaeliya	LK-2	LK-23	LK-2312	EC-06A	478A	6.941539032786887	80.79723040983608	PS-230131	Nuwaraeliya	4.882482781681128
LK-2312075	Shanthipura	LK-2	LK-23	LK-2312	EC-06A	535M	6.984088130952381	80.74603814285713	PS-230131	Nuwaraeliya	2.6275319384785827
LK-2312245	Perakumpura	LK-2	LK-23	LK-2312	EC-06A	476B	6.920139190677966	80.73967219067798	PS-230133	Nanuoya	2.2311953946502663
LK-2312265	Rahanwatta	LK-2	LK-23	LK-2312	EC-06A	475U	6.89976357432432	80.64747775	PS-230136	Thalawakale	4.5700137289062175
LK-2312240	Ruwaneliya	LK-2	LK-23	LK-2312	EC-06A	476D	6.942532375527431	80.7738286540084	PS-230133	Nanuoya	3.288317155239068
LK-1321095	Deldoowa	LK-1	LK-13	LK-1321	EC-03F	709A	6.643677914529913	79.96026758974358	PS-130195	Moronthuduwa	2.303201522041327
LK-5218230	Vilinayadi 02	LK-5	LK-52	LK-5218	EC-13B	79I	7.358862352941177	81.80029579411766	PS-520124	Samanthurai	1.3966950376629226
LK-2312220	Sandathenna	LK-2	LK-23	LK-2312	EC-06A	535E	6.959022280851061	80.79534071063831	PS-230131	Nuwaraeliya	3.491819939700565
LK-2312325	Sandrinham	LK-2	LK-23	LK-2312	EC-06A	476R	6.8323038531073434	80.74335163276842	PS-230140	Dayagama	2.5596470364898773
LK-2312105	Stonycliff	LK-2	LK-23	LK-2312	EC-06A	475M	6.948479270270267	80.59679140540541	PS-230139	Dimbulapathana	3.5028097356685435
LK-2312150	Summerset	LK-2	LK-23	LK-2312	EC-06A	475W	6.936280017316014	80.71751484848485	PS-230133	Nanuoya	2.969136234825033
LK-2312090	Thalawakele	LK-2	LK-23	LK-2312	EC-06A	475E	6.9363177551020385	80.65927786734696	PS-230136	Thalawakale	0.37577359455982107
LK-2309050	Ellakumbura	LK-2	LK-23	LK-2309	EC-06D	519F	7.112717138888892	80.90588397222226	PS-230145	Theripaha	4.478472076403038
LK-2315255	Maskeliya	LK-2	LK-23	LK-2315	EC-06A	320A	6.832182760683764	80.58135268376071	PS-230254	Norwood	3.6745431283525147
LK-1321245	Deshasthra Kalutara	LK-1	LK-13	LK-1321	EC-03F	717A	6.60160654716981	79.95914643396225	PS-130297	Kalutara North	0.34657853681345174
