date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2010-08-15,Wheat flour - Retail,KG,cereals and tubers,70.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2010-09-15,Wheat flour - Retail,KG,cereals and tubers,70.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2010-10-15,Wheat flour - Retail,KG,cereals and tubers,79.75,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2010-11-15,Wheat flour - Retail,KG,cereals and tubers,80.58,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2010-12-15,Wheat flour - Retail,KG,cereals and tubers,80.75,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2011-01-15,Wheat flour - Retail,KG,cereals and tubers,80.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2011-02-15,Wheat flour - Retail,KG,cereals and tubers,83.08,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2011-03-15,Wheat flour - Retail,KG,cereals and tubers,81.25,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2011-04-15,Wheat flour - Retail,KG,cereals and tubers,82.77,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2011-05-15,Wheat flour - Retail,KG,cereals and tubers,83.33,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2011-06-15,Wheat flour - Retail,KG,cereals and tubers,83.75,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2011-07-15,Wheat flour - Retail,KG,cereals and tubers,84.71,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2011-08-15,Wheat flour - Retail,KG,cereals and tubers,84.84,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2011-09-15,Wheat flour - Retail,KG,cereals and tubers,85.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2011-10-15,Wheat flour - Retail,KG,cereals and tubers,82.83,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2011-11-15,Wheat flour - Retail,KG,cereals and tubers,82.92,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2011-12-15,Wheat flour - Retail,KG,cereals and tubers,84.25,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2012-01-15,Wheat flour - Retail,KG,cereals and tubers,84.08,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2012-02-15,Wheat flour - Retail,KG,cereals and tubers,84.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2012-03-15,Wheat flour - Retail,KG,cereals and tubers,84.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2012-04-15,Wheat flour - Retail,KG,cereals and tubers,84.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2012-05-15,Wheat flour - Retail,KG,cereals and tubers,88.5,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2012-06-15,Wheat flour - Retail,KG,cereals and tubers,90.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2012-07-15,Wheat flour - Retail,KG,cereals and tubers,90.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2015-01-15,Wheat flour - Retail,KG,cereals and tubers,97.58,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2015-02-15,Wheat flour - Retail,KG,cereals and tubers,90.3325,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2015-03-15,Wheat flour - Retail,KG,cereals and tubers,85.8325,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2015-04-15,Wheat flour - Retail,KG,cereals and tubers,86.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2015-05-15,Wheat flour - Retail,KG,cereals and tubers,86.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2015-06-15,Wheat flour - Retail,KG,cereals and tubers,86.0833,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2015-07-15,Wheat flour - Retail,KG,cereals and tubers,85.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2015-08-15,Wheat flour - Retail,KG,cereals and tubers,85.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2015-09-15,Wheat flour - Retail,KG,cereals and tubers,85.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2015-10-15,Wheat flour - Retail,KG,cereals and tubers,83.75,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2015-11-15,Wheat flour - Retail,KG,cereals and tubers,83.3333,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2015-12-15,Wheat flour - Retail,KG,cereals and tubers,84.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2016-02-15,Wheat flour - Retail,KG,cereals and tubers,87.4167,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2016-03-15,Wheat flour - Retail,KG,cereals and tubers,90.1667,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2016-04-15,Wheat flour - Retail,KG,cereals and tubers,96.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2016-05-15,Wheat flour - Retail,KG,cereals and tubers,97.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2016-06-15,Wheat flour - Retail,KG,cereals and tubers,97.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2016-07-15,Wheat flour - Retail,KG,cereals and tubers,96.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2016-08-15,Wheat flour - Retail,KG,cereals and tubers,95.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2017-04-15,Wheat flour - Retail,KG,cereals and tubers,97.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2017-06-15,Wheat flour - Retail,KG,cereals and tubers,96.6667,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2017-07-15,Wheat flour - Retail,KG,cereals and tubers,96.6667,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2017-08-15,Wheat flour - Retail,KG,cereals and tubers,96.6667,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2017-09-15,Wheat flour - Retail,KG,cereals and tubers,93.33,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2017-10-15,Wheat flour - Retail,KG,cereals and tubers,97.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2017-11-15,Wheat flour - Retail,KG,cereals and tubers,97.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2017-12-15,Wheat flour - Retail,KG,cereals and tubers,97.0,LKR,Sri Lanka,,2737,Trincomalee,366,58,15,5,1,366_58_15_5,
2016-02-15,Sugar - Retail,KG,miscellaneous food,97.1667,LKR,Sri Lanka,,2737,Trincomalee,366,97,15,5,7,366_97_15_5,
2016-03-15,Sugar - Retail,KG,miscellaneous food,96.4167,LKR,Sri Lanka,,2737,Trincomalee,366,97,15,5,7,366_97_15_5,
2016-04-15,Sugar - Retail,KG,miscellaneous food,102.0,LKR,Sri Lanka,,2737,Trincomalee,366,97,15,5,7,366_97_15_5,
2016-05-15,Sugar - Retail,KG,miscellaneous food,104.5,LKR,Sri Lanka,,2737,Trincomalee,366,97,15,5,7,366_97_15_5,
2016-06-15,Sugar - Retail,KG,miscellaneous food,114.6667,LKR,Sri Lanka,,2737,Trincomalee,366,97,15,5,7,366_97_15_5,
2016-07-15,Sugar - Retail,KG,miscellaneous food,106.8333,LKR,Sri Lanka,,2737,Trincomalee,366,97,15,5,7,366_97_15_5,
2016-08-15,Sugar - Retail,KG,miscellaneous food,95.0,LKR,Sri Lanka,,2737,Trincomalee,366,97,15,5,7,366_97_15_5,
2017-04-15,Sugar - Retail,KG,miscellaneous food,107.67,LKR,Sri Lanka,,2737,Trincomalee,366,97,15,5,7,366_97_15_5,
2017-06-15,Sugar - Retail,KG,miscellaneous food,108.1667,LKR,Sri Lanka,,2737,Trincomalee,366,97,15,5,7,366_97_15_5,
2017-07-15,Sugar - Retail,KG,miscellaneous food,108.1667,LKR,Sri Lanka,,2737,Trincomalee,366,97,15,5,7,366_97_15_5,
2017-08-15,Sugar - Retail,KG,miscellaneous food,107.75,LKR,Sri Lanka,,2737,Trincomalee,366,97,15,5,7,366_97_15_5,
2017-09-15,Sugar - Retail,KG,miscellaneous food,108.25,LKR,Sri Lanka,,2737,Trincomalee,366,97,15,5,7,366_97_15_5,
2017-10-15,Sugar - Retail,KG,miscellaneous food,109.83,LKR,Sri Lanka,,2737,Trincomalee,366,97,15,5,7,366_97_15_5,
2017-11-15,Sugar - Retail,KG,miscellaneous food,109.33,LKR,Sri Lanka,,2737,Trincomalee,366,97,15,5,7,366_97_15_5,
2017-12-15,Sugar - Retail,KG,miscellaneous food,108.25,LKR,Sri Lanka,,2737,Trincomalee,366,97,15,5,7,366_97_15_5,
2004-11-15,Rice (red nadu) - Retail,KG,cereals and tubers,32.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2004-12-15,Rice (red nadu) - Retail,KG,cereals and tubers,63.5,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2006-02-15,Rice (red nadu) - Retail,KG,cereals and tubers,30.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2006-03-15,Rice (red nadu) - Retail,KG,cereals and tubers,26.8,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2006-04-15,Rice (red nadu) - Retail,KG,cereals and tubers,34.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2006-05-15,Rice (red nadu) - Retail,KG,cereals and tubers,29.6,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2006-06-15,Rice (red nadu) - Retail,KG,cereals and tubers,30.5,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2006-07-15,Rice (red nadu) - Retail,KG,cereals and tubers,30.625,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2006-08-15,Rice (red nadu) - Retail,KG,cereals and tubers,30.75,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2006-09-15,Rice (red nadu) - Retail,KG,cereals and tubers,35.25,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2006-10-15,Rice (red nadu) - Retail,KG,cereals and tubers,36.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2006-11-15,Rice (red nadu) - Retail,KG,cereals and tubers,33.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2007-01-15,Rice (red nadu) - Retail,KG,cereals and tubers,32.8,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2007-02-15,Rice (red nadu) - Retail,KG,cereals and tubers,37.1,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2007-03-15,Rice (red nadu) - Retail,KG,cereals and tubers,36.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2007-04-15,Rice (red nadu) - Retail,KG,cereals and tubers,40.25,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2007-05-15,Rice (red nadu) - Retail,KG,cereals and tubers,42.5,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2007-06-15,Rice (red nadu) - Retail,KG,cereals and tubers,41.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2007-07-15,Rice (red nadu) - Retail,KG,cereals and tubers,47.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2007-08-15,Rice (red nadu) - Retail,KG,cereals and tubers,40.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2007-09-15,Rice (red nadu) - Retail,KG,cereals and tubers,43.5,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2007-10-15,Rice (red nadu) - Retail,KG,cereals and tubers,38.5,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2007-11-15,Rice (red nadu) - Retail,KG,cereals and tubers,46.5,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2008-01-15,Rice (red nadu) - Retail,KG,cereals and tubers,68.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2008-02-15,Rice (red nadu) - Retail,KG,cereals and tubers,67.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2008-03-15,Rice (red nadu) - Retail,KG,cereals and tubers,63.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2008-04-15,Rice (red nadu) - Retail,KG,cereals and tubers,68.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2008-05-15,Rice (red nadu) - Retail,KG,cereals and tubers,67.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2008-06-15,Rice (red nadu) - Retail,KG,cereals and tubers,70.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2008-07-15,Rice (red nadu) - Retail,KG,cereals and tubers,70.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2008-08-15,Rice (red nadu) - Retail,KG,cereals and tubers,64.5,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2009-01-15,Rice (red nadu) - Retail,KG,cereals and tubers,74.33,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2009-02-15,Rice (red nadu) - Retail,KG,cereals and tubers,85.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2009-03-15,Rice (red nadu) - Retail,KG,cereals and tubers,79.67,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2009-04-15,Rice (red nadu) - Retail,KG,cereals and tubers,80.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2009-05-15,Rice (red nadu) - Retail,KG,cereals and tubers,79.67,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2009-06-15,Rice (red nadu) - Retail,KG,cereals and tubers,80.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2009-07-15,Rice (red nadu) - Retail,KG,cereals and tubers,81.75,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2009-08-15,Rice (red nadu) - Retail,KG,cereals and tubers,82.46,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2009-09-15,Rice (red nadu) - Retail,KG,cereals and tubers,82.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2009-10-15,Rice (red nadu) - Retail,KG,cereals and tubers,81.5,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2009-11-15,Rice (red nadu) - Retail,KG,cereals and tubers,82.42,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2009-12-15,Rice (red nadu) - Retail,KG,cereals and tubers,81.67,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2010-01-15,Rice (red nadu) - Retail,KG,cereals and tubers,84.67,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2010-02-15,Rice (red nadu) - Retail,KG,cereals and tubers,85.42,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2010-03-15,Rice (red nadu) - Retail,KG,cereals and tubers,70.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2010-04-15,Rice (red nadu) - Retail,KG,cereals and tubers,68.33,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2010-05-15,Rice (red nadu) - Retail,KG,cereals and tubers,62.5,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2010-06-15,Rice (red nadu) - Retail,KG,cereals and tubers,59.33,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2010-07-15,Rice (red nadu) - Retail,KG,cereals and tubers,59.33,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2010-08-15,Rice (red nadu) - Retail,KG,cereals and tubers,58.33,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2010-09-15,Rice (red nadu) - Retail,KG,cereals and tubers,55.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2010-10-15,Rice (red nadu) - Retail,KG,cereals and tubers,60.25,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2010-11-15,Rice (red nadu) - Retail,KG,cereals and tubers,67.33,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2010-12-15,Rice (red nadu) - Retail,KG,cereals and tubers,70.83,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2011-01-15,Rice (red nadu) - Retail,KG,cereals and tubers,71.17,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2011-02-15,Rice (red nadu) - Retail,KG,cereals and tubers,74.38,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2011-03-15,Rice (red nadu) - Retail,KG,cereals and tubers,73.92,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2011-04-15,Rice (red nadu) - Retail,KG,cereals and tubers,72.22,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2011-05-15,Rice (red nadu) - Retail,KG,cereals and tubers,68.22,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2011-06-15,Rice (red nadu) - Retail,KG,cereals and tubers,61.92,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2011-07-15,Rice (red nadu) - Retail,KG,cereals and tubers,58.17,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2011-08-15,Rice (red nadu) - Retail,KG,cereals and tubers,52.5,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2011-09-15,Rice (red nadu) - Retail,KG,cereals and tubers,52.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2011-10-15,Rice (red nadu) - Retail,KG,cereals and tubers,54.67,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2011-11-15,Rice (red nadu) - Retail,KG,cereals and tubers,61.92,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2011-12-15,Rice (red nadu) - Retail,KG,cereals and tubers,67.25,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2012-01-15,Rice (red nadu) - Retail,KG,cereals and tubers,68.0,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2012-02-15,Rice (red nadu) - Retail,KG,cereals and tubers,68.67,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2012-03-15,Rice (red nadu) - Retail,KG,cereals and tubers,68.59,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2012-04-15,Rice (red nadu) - Retail,KG,cereals and tubers,68.59,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2012-05-15,Rice (red nadu) - Retail,KG,cereals and tubers,69.17,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2012-06-15,Rice (red nadu) - Retail,KG,cereals and tubers,69.33,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2012-07-15,Rice (red nadu) - Retail,KG,cereals and tubers,69.4,LKR,Sri Lanka,,2737,Trincomalee,366,157,15,5,1,366_157_15_5,
2015-01-15,Rice (long grain) - Retail,KG,cereals and tubers,72.35,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2015-02-15,Rice (long grain) - Retail,KG,cereals and tubers,70.65,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2015-03-15,Rice (long grain) - Retail,KG,cereals and tubers,64.33,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2015-04-15,Rice (long grain) - Retail,KG,cereals and tubers,63.5,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2015-05-15,Rice (long grain) - Retail,KG,cereals and tubers,63.85,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2015-06-15,Rice (long grain) - Retail,KG,cereals and tubers,63.8,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2015-07-15,Rice (long grain) - Retail,KG,cereals and tubers,64.2,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2015-08-15,Rice (long grain) - Retail,KG,cereals and tubers,55.6,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2015-09-15,Rice (long grain) - Retail,KG,cereals and tubers,57.2,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2015-10-15,Rice (long grain) - Retail,KG,cereals and tubers,59.8,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2015-11-15,Rice (long grain) - Retail,KG,cereals and tubers,63.6,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2015-12-15,Rice (long grain) - Retail,KG,cereals and tubers,63.6,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2016-02-15,Rice (long grain) - Retail,KG,cereals and tubers,74.75,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2016-03-15,Rice (long grain) - Retail,KG,cereals and tubers,66.3333,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2016-04-15,Rice (long grain) - Retail,KG,cereals and tubers,67.0833,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2016-05-15,Rice (long grain) - Retail,KG,cereals and tubers,67.1667,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2016-06-15,Rice (long grain) - Retail,KG,cereals and tubers,67.5833,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2016-07-15,Rice (long grain) - Retail,KG,cereals and tubers,69.0833,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2016-08-15,Rice (long grain) - Retail,KG,cereals and tubers,69.75,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2016-09-15,Rice (long grain) - Retail,KG,cereals and tubers,64.0,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2016-10-15,Rice (long grain) - Retail,KG,cereals and tubers,64.0,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2016-11-15,Rice (long grain) - Retail,KG,cereals and tubers,72.8,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2016-12-15,Rice (long grain) - Retail,KG,cereals and tubers,78.8,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2017-01-15,Rice (long grain) - Retail,KG,cereals and tubers,89.12,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2017-04-15,Rice (long grain) - Retail,KG,cereals and tubers,82.0,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2017-05-15,Rice (long grain) - Retail,KG,cereals and tubers,81.2,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2017-06-15,Rice (long grain) - Retail,KG,cereals and tubers,92.07,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2017-07-15,Rice (long grain) - Retail,KG,cereals and tubers,93.75,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2017-08-15,Rice (long grain) - Retail,KG,cereals and tubers,85.3,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2017-09-15,Rice (long grain) - Retail,KG,cereals and tubers,96.4167,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2017-10-15,Rice (long grain) - Retail,KG,cereals and tubers,106.7,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2017-11-15,Rice (long grain) - Retail,KG,cereals and tubers,100.9,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2017-12-15,Rice (long grain) - Retail,KG,cereals and tubers,106.7,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2018-03-15,Rice (long grain) - Retail,KG,cereals and tubers,85.6,LKR,Sri Lanka,,2737,Trincomalee,366,162,15,5,1,366_162_15_5,
2017-04-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,2737,Trincomalee,366,284,15,15,8,366_284_15_15,
2017-05-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,2737,Trincomalee,366,284,15,15,8,366_284_15_15,
2017-06-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,2737,Trincomalee,366,284,15,15,8,366_284_15_15,
2017-07-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,2737,Trincomalee,366,284,15,15,8,366_284_15_15,
2017-08-15,Fuel (diesel) - Retail,L,non-food,117.0,LKR,Sri Lanka,,2737,Trincomalee,366,284,15,15,8,366_284_15_15,
2017-09-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,2737,Trincomalee,366,284,15,15,8,366_284_15_15,
2017-10-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,2737,Trincomalee,366,284,15,15,8,366_284_15_15,
2017-11-15,Fuel (diesel) - Retail,L,non-food,95.0,LKR,Sri Lanka,,2737,Trincomalee,366,284,15,15,8,366_284_15_15,
