data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7118470,144,SRI4158,4158,2020-05-17,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Southern,Hambantota,Ambalanthota,Ambalantota,6.1196,81.0214,1,Hiru News,National,"On 17 May 2020, locals protested at Ambalantota town (Ambalantota, Hambantota district) over the water project not providing water for drinking needs. [size=no report]",0,1591137951,LKA
7101189,144,SRI4156,4156,2020-05-15,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Tamil Ethnic Group (Sri Lanka); Students (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Tamil Guardian,International,"On 15 May 2020, Jaffna University students held a memorial at Jaffna city (Jaffna city, Jaffna district) commemorating the lives lost at Mullivaikkal 11 years ago as part of Tamil Genocide Remembrance week. [size=no report]",0,1589903542,LKA
7100915,144,SRI4157,4157,2020-05-15,2020,1,Violence against civilians,Attack,Police Forces of Sri Lanka (2019-),,1,Civilians (Sri Lanka),Tamil Ethnic Group (Sri Lanka),7,17,South Asia,Sri Lanka,Northern,Jaffna,Vadamaradchy North,Point Pedro,9.8166,80.2333,1,Hiru News; Tamil Guardian,National-International,"On 15 May 2020, Sri Lankan military forces shot at a Tamil person at Point Pedro town (Vadamaradchy North, Jaffna district) when he reportedly threw a stone at the security forces and tried to drive away amidst the lockdown imposed due to coronavirus outbreak. The soldiers at whom the stone was thrown was also injured.",0,1589903541,LKA
7101268,144,SRI4155,4155,2020-05-14,2020,1,Protests,Protest with intervention,Protesters (Sri Lanka),Tamil Ethnic Group (Sri Lanka); TNPF: Tamil National People's Front,6,Police Forces of Sri Lanka (2019-),,1,16,South Asia,Sri Lanka,Northern,Jaffna,Valikamam South-West (Sandilipay),Navaaly,9.7106,79.9829,1,Virakesari,National,"On 14 May 2020, dozens of Sri Lankan police officers disrupted Tamil commemorations at Navaaly town (Valikamam South-West (Sandilipay), Jaffna district) for those killed in an airstrike years before. [size=no report]",0,1589903542,LKA
7100914,144,SRI4154,4154,2020-05-14,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Sri Lanka),,3,Civilians (Sri Lanka),Government of Sri Lanka (2019-),7,37,South Asia,Sri Lanka,Northern,Jaffna,Nallur,Nallur,9.6667,80.0333,1,Thinakkural; Virakesari,National,"On 14 May 2020, an unidentified group attacked a pradeshiya sabha member with swords in Nallur city (Nallur city, Jaffna district) in which she was injured.",0,1589903541,LKA
7101269,144,SRI4153,4153,2020-05-13,2020,1,Protests,Protest with intervention,Protesters (Sri Lanka),Tamil Ethnic Group (Sri Lanka); TNPF: Tamil National People's Front,6,Police Forces of Sri Lanka (2019-),,1,16,South Asia,Sri Lanka,Northern,Jaffna,Valikamam South-West (Sandilipay),Navaaly,9.7106,79.9829,1,Virakesari,National,"On 13 May 2020, dozens of Sri Lankan police officers disrupted Tamil commemorations participated by Tamil National People's Front (TNPF) at Navaaly town (Valikamam South-West (Sandilipay), Jaffna district) for those killed in an airstrike years before. [size=no report]",0,1589903542,LKA
7101059,144,SRI4152,4152,2020-05-13,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Health Workers (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,North Western,Kurunegala,Kurunegala,Kurunegala,7.4863,80.3623,1,Hiru News,National,"On 13 May 2020, organization to protect the Kurunegala Teaching Hospital staged a demonstration in Kurunegala town (Kurunegala city, Kurunegala district) over the issue of former hospital director remaining forcibly in the position. [size=no report]",0,1589903541,LKA
7085834,144,SRI4151,4151,2020-05-06,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Farmers (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Central,Matale,Dambulla,Dambulla,7.8600,80.6517,1,Virakesari,National,"On 6 May 2020, plantation workers protested at Dambulla town (Dambulla, Matale district) against the plantation administration over non payment of allowances and non provision of food products on concessionary terms, promised to the workers by the administration since the workers were greatly affected by the coronavirus pandemic. [size=no report]",0,1589292777,LKA
7085614,144,SRI4150,4150,2020-05-04,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,North Western,Kurunegala,Udubaddawa,Dummalasooriya,7.4878,79.9103,1,Hiru News,National,"On 4 May 2020, a group of employees protested at Dummalasooriya town (Udubaddawa, Kurunegala district) over not being paid wages amidst the lockdown due to coronavirus outbreak. [size=no report]",0,1589292776,LKA
7077590,144,SRI4148,4148,2020-05-01,2020,1,Violence against civilians,Attack,Police Forces of Sri Lanka (2019-),,1,Civilians (Sri Lanka),Tamil Ethnic Group (Sri Lanka); Women (Sri Lanka),7,17,South Asia,Sri Lanka,Northern,Jaffna,Vadamaradchy East,Ampan,9.7167,80.2667,2,Thinakkural; Tamil Guardian,National-International,"On 1 May 2020, Sri Lankan police assaulted a Tamil family and injured three women at a house in Kudathanai - Mallikkadil Amman Koviladi area of Vadamaradchy East divisional secretariat (Jaffna district) over having used a vehicle to load mud during the lockdown due to coronavirus outbreak.",0,1588692788,LKA
7077864,144,SRI4149,4149,2020-05-01,2020,1,Riots,Mob violence,Rioters (Sri Lanka),,5,Civilians (Sri Lanka),Christian Group (Sri Lanka),7,57,South Asia,Sri Lanka,Northern,Jaffna,Valikamam South-West (Sandilipay),Navaaly,9.7106,79.9829,1,Tamil Guardian,International,"On 1 May 2020, unknown persons vandalised gravestones belonging to an American Ceylon Mission Church at Navaaly town (Valikamam South-West (Sandilipay), Jaffna district). Motive was not reported. [size=no report]",0,1588692789,LKA
7077865,144,SRI4147,4147,2020-04-28,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Teachers (Sri Lanka); Students (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Northern,Mullaitivu,Maritimepattu,Mullaitivu,9.2680,80.8150,1,Tamil Guardian,International,"On 28 April 2020, around 60 parents, school staff and students protested at Mullaitivu city (Maritimepattu, Mullaitivu district) against Sri Lankan military over using schools as quarantine facilities for suspected coronavirus patients. [size=around 60]",0,1588692789,LKA
7073382,144,SRI4146,4146,2020-04-25,2020,2,Violence against civilians,Attack,Unidentified Armed Group (Sri Lanka),,3,Civilians (Sri Lanka),TNPF: Tamil National People's Front; Tamil Ethnic Group (Sri Lanka),7,37,South Asia,Sri Lanka,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Tamil Guardian,International,"On 25 April 2020, a member of the TNPF who had been missing since 24 April was found dead near the beach at Jaffna town (Jaffna, Jaffna district).",1,1588090718,LKA
7138282,144,SRI4194,4194,2020-04-25,2020,2,Violence against civilians,Attack,Police Forces of Sri Lanka (2019-) Prison Guards,,1,Civilians (Sri Lanka),Prisoners (Sri Lanka),7,17,South Asia,Sri Lanka,Western,Gampaha,Mahara,Mahara,7.0098,80.0115,1,Tamil Guardian,International,"Around 25 April 2020, prison officials assaulted and killed a detainee at a prison in Mahara city (Mahara city, Gampha district).",1,1593548024,LKA
7073276,144,SRI4145,4145,2020-04-24,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Central,Nuwara Eliya,Ambagamuwa,Hatton,6.8916,80.5955,2,Hiru News,National,"On 24 April 2020, a large number of locals protested and blocked the Hatton-Bogawantalawa road near Hatton (Ambagamuwa division, Nuwara Eliya district) over allegations that Rs.5000 allowance was not being properly distributed amidst the lockdown due to coronavirus outbreak. [size=large]",0,1588090717,LKA
7073275,144,SRI4144,4144,2020-04-21,2020,1,Riots,Mob violence,Rioters (Sri Lanka),,5,Rioters (Sri Lanka),,5,55,South Asia,Sri Lanka,Southern,Hambantota,Sooriyawewa,Sooriyawewa,6.3167,81.0000,1,Hiru News,National,"On 21 April 2020, two groups of rioters clashed at Sooriyawewa town (Sooriyawewa, Hambantota district) in which one person was killed. Cause for the clash wasn't reported. [size=no report]",1,1588090717,LKA
7065837,144,SRI4142,4142,2020-04-12,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Southern,Matara,Weligama,Midigama,5.9719,80.3918,1,Hiru News,National,"On 12 April 2020, locals protested at Midigama town (Weligama, Matara district) over sale of essential food items meant to be distributed as relief to people affected by the curfew due to outbreak of coronavirus. [size=no report]",0,1587476908,LKA
7065838,144,SRI4143,4143,2020-04-12,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Sri Jayawardanapura Kotte,Rajagiriya,6.9174,79.8896,1,Hiru News,National,"On 12 April 2020, locals protested at Rajagriya town (Sri Jayawardanapura Kotte, Colombo district) over non-supply of essential items during the lockdown due to outbreak of coronavirus. [size=no report]",0,1587476908,LKA
7062165,144,SRI4141,4141,2020-04-11,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Northern,Mannar,Mannar,Mannar,8.9894,79.8784,1,Virakesari,National,"On 11 April 2020, locals protested at Mannar town (Mannar, Mannar district) against the disruption in the wind power generation program due to the security measures imposed to prevent the spread of coronavirus. [size=no report]",0,1586893480,LKA
7062163,144,SRI4139,4139,2020-04-10,2020,1,Riots,Mob violence,Rioters (Sri Lanka),,5,Rioters (Sri Lanka),,5,55,South Asia,Sri Lanka,North Western,Kurunegala,Galgamuwa,Galgamuwa,7.9874,80.2857,1,Virakesari,National,"On 10 April 2020, rioters clashed in Galgamuwa town (Galgamuwa, Kurunegala district) over an unreported issue amidst the lockdown due to the outbreak of coronavirus. Two people including one women were killed in the violence. [size=no report]",2,1586893480,LKA
7062164,144,SRI4140,4140,2020-04-10,2020,1,Riots,Mob violence,Rioters (Sri Lanka),,5,Rioters (Sri Lanka),,5,55,South Asia,Sri Lanka,Eastern,Trincomalee,Morawewa,Morawewa,8.6460,81.0492,1,Virakesari,National,"On 10 April 2020, rioters clashed in Morawewa town (Morawewa, Trincomalee district) over an unreported issue amidst the lockdown due to the outbreak of coronavirus. [size=no report]",0,1586893480,LKA
7032706,144,SRI4138,4138,2020-04-03,2020,1,Violence against civilians,Attack,Police Forces of Sri Lanka (2019-),,1,Civilians (Sri Lanka),,7,17,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Colombo Page,National,"On 3 April 2020, police fired at a vehicle that did not stop at the barricade in Colombo city (Colombo, Western) during the curfew due to coronavirus outbreak. Three persons were injured in the incident.",0,1586285313,LKA
7032870,144,SRI4136,4136,2020-04-02,2020,1,Riots,Mob violence,Rioters (Sri Lanka),Vigilante Group (Sri Lanka),5,Civilians (Sri Lanka),,7,57,South Asia,Sri Lanka,Northern,Mullaitivu,Maritimepattu,Mullaitivu,9.2680,80.8150,1,Virakesari,National,"On 2 April 2020, one person was killed by a mob at Mullaitivu town (Maritimepattu, Mullaitivu district) over dog theft. Later 12 persons were taken in for questioning. [size=at least 12]",1,1586285314,LKA
7032769,144,SRI4137,4137,2020-04-02,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Kolonnawa,Mulleriyawa,6.9330,79.9297,1,Hiru News,National,"On 2 April 2020, local residents protested at Mulleriyawa town (Kolonnawa, Colombo district) over the funeral of a coronavirus infected person which was held at the local crematorium. Local resident alleged that a flaw in the chimney of the crematorium had caused the ashes to come to the surrounding homes. [size=no report]",0,1586285314,LKA
7006494,144,SRI4135,4135,2020-03-26,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,3,Morning (Sri Lanka),National,"On 26 March 2020, thousands of free trade zone employees protested across Sri Lanka against delay in payment of salaries. [size=thousands]",0,1585669982,LKA
6999548,144,SRI4134,4134,2020-03-21,2020,1,Riots,Violent demonstration,Rioters (Sri Lanka),Prisoners (Sri Lanka),5,Police Forces of Sri Lanka (2019-) Prison Guards,,1,15,South Asia,Sri Lanka,North Central,Anuradhapura,N. Palatha East,Anuradhapura,8.3123,80.4131,1,Hiru News; Daily Mirror (Sri Lanka),National,"On 21 March, prison guards fired at rioting prisoners at Anuradhapura town (N. Palatha East, Anuradhapura district) after they violently demonstrated to demand release on account of threat of the coronavirus. Two inmates were killed and six others were injured. [size=at least 8]",2,1585061300,LKA
6999909,144,SRI4133,4133,2020-03-15,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Sri Lanka),,3,,,0,30,South Asia,Sri Lanka,Northern,Kilinochchi,Karachchi,Kilinochchi,9.3961,80.3982,1,Virakesari,National,"On 15 March 2020, there was an explosion at Kilinochchi town (Karachchi, Kilinochchi district) though no casualties were reported. Police later arrested one individual with large quantity of ammunition.",0,1585061301,LKA
6996246,144,SRI4130,4130,2020-03-14,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Northern,Vavuniya,Vavuniya,Nelukkulam,8.7635,80.4622,1,Virakesari,National,"On 14 March 2020, a protest was staged by locals at Nelukkulam town (Vavuniya, Vavuniya district) to demand removal of the Corona Experimental Detention Camp. [size=no report]",0,1584473891,LKA
7006626,144,SRI4129,4129,2020-03-13,2020,1,Riots,Mob violence,Rioters (Sri Lanka),,5,Police Forces of Sri Lanka (2019-),,1,15,South Asia,Sri Lanka,Eastern,Batticaloa,Manmunai South and Eruvilpattu,Kalawanchikudy,7.5167,81.7833,1,Virakesari,National,"On 13 March 2020, rioters attacked an ambulance and attempted to disrupt hospital activities in Kalwanchikudy town (Manmunai South and Eruvilpattu, Batticaloa district) over transportation of patients afflicted with coronavirus. Police arrested six persons for rioting. [size=at least 6]",0,1585669992,LKA
6999549,144,SRI4132,4132,2020-03-13,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Northern,Vavuniya,Vavuniya South,Vavuniya,8.7514,80.4971,2,Ada Derana,National,"On 13 March 2020, locals protested at Vavuniya district against setting up of a quarantine camp fearing coronavirus outbreak. [size=no report]",0,1585061300,LKA
6996241,144,SRI4127,4127,2020-03-12,2020,1,Protests,Protest with intervention,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,Police Forces of Sri Lanka (2019-),,1,16,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Virakesari,National,"On 12 March 2020, police detained 100 protestors of Unemployed Graduates' Union at Colombo city (Colombo, Colombo district) protesting to demand an employment opportunity for unemployed graduates. [size=at least 100]",0,1584473891,LKA
6996245,144,SRI4128,4128,2020-03-12,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Virakesari,National,"On 12 March 2020, 50 members of the Environmental Protection Trade Union protested at Colombo city (Colombo, Colombo district) to demand the immediate release of a pardon notification to halt production of palm oil. [size=50]",0,1584473891,LKA
6996242,144,SRI4124,4124,2020-03-11,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Lawyers (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Eastern,Batticaloa,Manmunai North,Batticaloa,7.7102,81.6924,1,Virakesari,National,"On 11 March 2020, Batticaloa District Attorneys' Association members held a protest in Batticaloa town (Manmunai North, Batticaloa district) to protest against the conversion of the Batticaloa Private Campus into a coronavirus quarantine facility. [size=no report]",0,1584473891,LKA
6996244,144,SRI4126,4126,2020-03-11,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Eastern,Batticaloa,Manmunai South-West,Valaichenai,7.5833,81.7500,2,Virakesari,National,"On 11 March 2020, youth protested in Valaichenai area (Manmunai South-West, Batticaloa district) in front of a bank over alleged money laundering. [size=no report]",0,1584473891,LKA
6996040,144,SRI4125,4125,2020-03-11,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 11 March 2020, pensioners under National Organization for the Protection of Pensioners' Rights protested at Colombo city (Colombo, Colombo district) to protest against the removal of salary increments given to pensioners since January this year. [size=no report]",0,1584473891,LKA
6996240,144,SRI4121,4121,2020-03-10,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Eastern,Batticaloa,Manmunai North,Batticaloa,7.7102,81.6924,1,Virakesari,National,"On 10 March 2020, more than 100 people held a protest in Batticaloa town (Manmunai North, Batticaloa district) to protest against the conversion of the Batticaloa Private Campus into a coronavirus quarantine facility. [size=more than 100]",0,1584473891,LKA
6996039,144,SRI4123,4123,2020-03-10,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 10 March 2020, a group of workers staged a protest at Colombo city (Colombo, Colombo district) to demand annual bonus. [size=no report]",0,1584473891,LKA
6995903,144,SRI4122,4122,2020-03-10,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Virakesari; Hiru News,National,"On 10 March 2020, over 500 members of Sri Lanka Audit Inspectors Services Association staged a protest at Colombo city (Colombo, Colombo district) over several issues faced by the Public Audit Service. [size=over 500]",0,1584473890,LKA
6996239,144,SRI4120,4120,2020-03-08,2020,1,Strategic developments,Disrupted weapons use,Unidentified Armed Group (Sri Lanka),,3,Military Forces of Sri Lanka (2019-),,1,13,South Asia,Sri Lanka,Northern,Vavuniya,Vavuniya South,Vavuniya,8.7514,80.4971,1,Virakesari,National,"On 8 March 2020, military personnel dismantled a explosive found by locals close to an Army camp in Vavuniya town (Vavuniya South, Vavuniya district).",0,1584473891,LKA
6996144,144,SRI4118,4118,2020-03-08,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Tamil Ethnic Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Eastern,Batticaloa,Manmunai North,Batticaloa,7.7102,81.6924,1,Tamil Guardian,International,"On 8 March 2020, relatives and families of political prisoners and missing persons, among other locals protested at Batticaloa town (Manmunai North, Batticaloa district) to demand release of Tamil political prisoners. [size=no report]",0,1584473891,LKA
6996145,144,SRI4119,4119,2020-03-08,2020,1,Protests,Protest with intervention,Protesters (Sri Lanka),Tamil Ethnic Group (Sri Lanka),6,Police Forces of Sri Lanka (2019-),,1,16,South Asia,Sri Lanka,Northern,Mullaitivu,Maritimepattu,Mullaitivu,9.2680,80.8150,1,Tamil Guardian,International,"On 8 March 2020, over 500 members of Tamil community including mothers and relatives of the disappeared persons protested at Mullaitivu city (Maritimepattu, Mullaitivu district) to demand justice for their missing relatives. Police present at the location threatened those who were protesting. [size=over 500]",0,1584473891,LKA
6985151,144,SRI4117,4117,2020-03-07,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Eastern,Batticaloa,Manmunai North,Batticaloa,7.7102,81.6924,1,Virakesari,National,"On 7 March 2020, a massive protest was held at Batticaloa town (Manmunai, Batticaloa district) to demand the release of Tamil political prisoners and seeking a solution to the problem of the missing. [size=massive]",0,1583933245,LKA
6984721,144,SRI4108,4108,2020-03-06,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Sabaragamuwa,Ratnapura,Godakawela,Godakawela,6.5063,80.6434,1,Ada Derana,National,"On 6 March 2020, parents protested at Godakawela town (Godakawela, Ratnapura district) to demand the transfer of a principal of a school in Godakawela. [size=no report]",0,1583933244,LKA
6984722,144,SRI4109,4109,2020-03-06,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Western,Gampaha,Wattala,Hendala,6.9909,79.8830,1,Ada Derana,National,"On 6 March 2020, locals staged a protest at Hendala town (Wattala, Gampaha district) over the decision to convert Leprosy Hospital into a quarantine facility. [size=no report]",0,1583933244,LKA
6985146,144,SRI4112,4112,2020-03-06,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Northern,Kilinochchi,Karachchi,Kilinochchi,9.3961,80.3982,1,Virakesari,National,"On 6 March 2020, hundreds of families of political prisoners, human rights activists along with women led a protest march at Kilinochchi town (Karachchi, Kilinochchi district) to demand the abolition of the PTA and the unconditional release of political prisoners. [size=hundreds]",0,1583933245,LKA
6985147,144,SRI4113,4113,2020-03-06,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Northern,Mannar,Mannar,Mannar,8.9894,79.8784,1,Virakesari,National,"On 6 March 2020, hundreds of families of political prisoners, human rights activists along with women led a protest march at Mannar town (Mannar, Mannar district) to demand the abolition of the PTA and the unconditional release of political prisoners. [size=hundreds]",0,1583933245,LKA
6985148,144,SRI4110,4110,2020-03-06,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Virakesari,National,"On 6 March 2020, hundreds of families of political prisoners, human rights activists along with women led a protest march at Jaffna town (Jaffna, Jaffna district) to demand the abolition of the PTA and the unconditional release of political prisoners. [size=hundreds]",0,1583933245,LKA
6985150,144,SRI4116,4116,2020-03-06,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Students (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Northern,Vavuniya,Vavuniya South,Vavuniya,8.7514,80.4971,1,Virakesari,National,"On 6 March 2020, students protested at Vavuniya town (Vavuniya South, Vavuniya district) against drug addiction. [size=no report]",0,1583933245,LKA
6985152,144,SRI4114,4114,2020-03-06,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Northern,Mullaitivu,Maritimepattu,Mullaitivu,9.2680,80.8150,1,Virakesari,National,"On 6 March 2020, families of political prisoners, human rights activists along with women led a protest march at Mullaitivu town (Maritimepattu, Mullaitivu district) to demand the abolition of the PTA and the unconditional release of political prisoners. [size=no report]",0,1583933245,LKA
6985153,144,SRI4115,4115,2020-03-06,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Northern,Vavuniya,Vavuniya South,Vavuniya,8.7514,80.4971,1,Virakesari,National,"On 6 March 2020, hundreds of families of political prisoners, human rights activists along with women led a protest march at Vavuniya town (Vavuniya South, Vavuniya district) to demand the abolition of the PTA and the unconditional release of political prisoners. [size=hundreds]",0,1583933245,LKA
6984922,144,SRI4111,4111,2020-03-06,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Sabaragamuwa,Ratnapura,Kalawana,Kalawana,6.5391,80.4039,1,Hiru News,National,"On 6 March 2020, a group of residents protested at Kalawana town (Kalawana, Ratnapura district) against the sudden removal of the private bus which had been plying from Kalawana to Kosgulana. [size=no report]",0,1583933244,LKA
6999547,144,SRI4131,4131,2020-03-05,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Western,Gampaha,Wattala,Hendala,6.9909,79.8830,1,Tamil Guardian; Newswire (Sri Lanka),National-International,"On 5 March 2020, locals staged a protest at Hendala town (Wattala, Gampaha district) over the decision to convert Leprosy Hospital into a quarantine facility. [size=no report]",0,1585061300,LKA
6985145,144,SRI4106,4106,2020-03-04,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Former Government of Sri Lanka (2019-),6,,,0,60,South Asia,Sri Lanka,Northern,Mullaitivu,Oddusudan,Oddusudan,9.1513,80.6526,1,Virakesari,National,"On 4 March 2020, a massive protest was launched by hundreds of civilians and former Pradeshiya Sabha members at Oddusudan town (Oddusudan, Mullaitivu district) to condemn the spread of false propaganda against the temple and the temple administration. [size=massive]",0,1583933245,LKA
6985149,144,SRI4107,4107,2020-03-04,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Northern,Vavuniya,Vavuniya South,Vavuniya,8.7514,80.4971,1,Virakesari,National,"On 4 March 2020, families of missing persons protested at Vavuniya town (Vavuniya South, Vavuniya district) demanding that Tamil National Alliance MPs should quit politics. [size=no report]",0,1583933245,LKA
6984931,144,SRI4105,4105,2020-03-04,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Western,Gampaha,Wattala,Hendala,6.9909,79.8830,1,Island (Sri Lanka),National,"On 4 March 2020, locals staged a protest at Hendala town (Wattala, Gampaha district) over the decision to convert Leprosy Hospital into a quarantine facility. [size=no report]",0,1583933244,LKA
6984920,144,SRI4103,4103,2020-03-02,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 2 March 2020, a group of contracted employees protested at Colombo city (Colombo district, Western) to demand regularization. [size=no report]",0,1583933244,LKA
6984921,144,SRI4104,4104,2020-03-02,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Health Workers (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 2 March 2020, a group of health workers protested at Colombo city (Colombo district, Western) to demand regularization. [size=no report]",0,1583933244,LKA
6985036,144,SRI4102,4102,2020-03-01,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Sunday Observer (Sri Lanka),National,"On 1 March 2020, a group of animal rights advocates protested at Colombo city (Colombo district, Western) to protest the absence of strong laws to stop animal abuse. [size=no report]",0,1583933245,LKA
6979741,144,SRI4101,4101,2020-02-29,2020,1,Protests,Protest with intervention,Protesters (Sri Lanka),Students (Sri Lanka); Buddhist Group (Sri Lanka),6,Police Forces of Sri Lanka (2019-),,1,16,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Ada Derana,National,"On 29 Feb 2020, police arrested 22 students including two Buddhist monks when they were protesting at Colombo city (Colombo, Colombo district) demanding the removal of the Vice-Chancellor of the University of Ruhuna. [size=at least 22]",0,1583265463,LKA
6979742,144,SRI4100,4100,2020-02-28,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Students (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Ada Derana,National,"On 28 Feb 2020, students protested at Colombo city (Colombo, Colombo district) demanding the removal of the Vice-Chancellor of the University of Ruhuna. This was the second consecutive day of the protest. [size=no report]",0,1583265463,LKA
6980196,144,SRI4099,4099,2020-02-27,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Government of Sri Lanka (2019-),6,,,0,60,South Asia,Sri Lanka,Northern,Jaffna,Island South (Velanai),Velanai,9.6333,79.9000,1,Virakesari,National,"On 27 Feb 2020, Velanai Pradeshiya Sabha members went on a protest against district coordinator and parliamentarian Anganan Ramanathan at Velanai town (Island South (Velanai), Jaffna district) over not being invited to the Committee Meeting of the Velanai Divisional Secretariat. [size=no report]",0,1583265464,LKA
